ID_ECK,ID_b,ID_JW,name,strain_loc_plate,strain_loc_column,strain_loc_row,category_strain_1_odd_plate,category_strain_2_even_plate,comment
ECK1024,b1038,JW1021,csgF,"29, 30",E,9,verified,verified,
ECK1025,b1039,JW1022,csgE,"43, 44",B,11,verified,verified,
ECK1026,b1040,JW1023,csgD,"1, 2",G,2,verified,verified,
ECK1027,b1041,JW1024,csgB,"43, 44",C,11,verified,verified,
ECK1028,b1042,JW1025,csgA,"43, 44",D,11,verified,verified,
ECK1029,b1043,JW1026,csgC,"91, 92",B,3,verified,verified,
ECK1030,b1044,JW1031,ymdA,"91, 92",C,3,verified,verified,
ECK1031,b1045,JW1032,ymdB,"21, 22",D,6,verified,verified,
ECK1032,b1046,JW5150,ymdC,"75, 76",C,7,verified,verified,
ECK1033,b1047,JW1034,mdoC,"13, 14",H,4,verified,verified,
ECK1034,b1048,JW1035,mdoG,"65, 66",H,4,verified,verified,
ECK1035,b1049,JW1037,mdoH,"65, 66",C,3,verified,verified,
ECK1036,b1050,JW5151,yceK,"75, 76",D,7,verified,verified,
ECK1037,b1051,JW1039,msyB,"59, 60",B,8,verified,verified,
ECK1038,b1053,JW1040,mdtG,"55, 56",F,3,verified,verified,
ECK1039,b1054,JW1041,lpxL,"93, 94",C,3,verified,verified,
ECK1040,b1055,JW1042,yceA,"23, 24",H,5,verified,verified,
ECK1041,b1056,JW1043,yceI,"15, 16",C,12,verified,verified,
ECK1042,b1057,JW1044,yceJ,"15, 16",D,12,verified,verified,
ECK1043,b1058,JW1045,yceO,"31, 32",A,8,verified,verified,
ECK1044,b1059,JW1046,solA,"41, 42",G,4,verified,verified,
ECK1045,b1060,JW5152,yceP,"75, 76",E,7,verified,verified,
ECK1046,b1061,JW1048,dinI,"39, 40",B,7,verified,verified,
ECK1047,b1062,JW1049,pyrC,"49, 50",E,7,verified,verified,
ECK1048,b1063,JW1050,yceB,"13, 14",C,5,verified,verified,
ECK1049,b1064,JW1051,grxB,"49, 50",G,11,verified,verified,
ECK1050,b1065,JW1052,mdtH,"23, 24",A,6,verified,verified,
ECK1051,b1066,JW1053,rimJ,"57, 58",A,5,verified,verified,
ECK1052,b1067,JW1054,yceH,"13, 14",D,5,verified,verified,
ECK1053,b1068,JW1055,mviM,"81, 82",B,4,verified,verified,
ECK1055,b1070,JW1057,flgN,"43, 44",E,11,verified,verified,
ECK1056,b1071,JW1058,flgM,"89, 90",H,12,verified,verified,1st-external
ECK1057,b1072,JW1059,flgA,"43, 44",F,11,verified,use other isolate ,1st-external
ECK1058,b1073,JW1060,flgB,"43, 44",G,11,verified,verified,
ECK1059,b1074,JW1061,flgC,"43, 44",H,11,verified,verified,
ECK1060,b1075,JW1062,flgD,"43, 44",A,12,verified,verified,
ECK1061,b1076,JW1063,flgE,"43, 44",B,12,verified,verified,
ECK1062,b1077,JW1064,flgF,"43, 44",C,12,verified,verified,
ECK1063,b1078,JW1065,flgG,"43, 44",D,12,verified,verified,
ECK1064,b1079,JW5153,flgH,"75, 76",F,7,verified,verified,
ECK1065,b1080,JW1067,flgI,"43, 44",E,12,verified,verified,
ECK1066,b1081,JW1068,flgJ,"43, 44",F,12,verified,verified,
ECK1067,b1082,JW1069,flgK,"43, 44",G,12,verified,verified,
ECK1068,b1083,JW1070,flgL,"83, 84",A,9,verified,verified,
ECK1071,b1086,JW1072,rluC,"57, 58",B,5,verified,verified,
ECK1072,b1087,JW5155,yceF,"75, 76",G,7,verified,verified,
ECK1074,b1088,JW1074,yceD,"15, 16",E,12,verified,verified,
ECK1075,b1089,JW1075,rpmF,"57, 58",C,5,verified,verified,
ECK1076,b1090,JW5156,plsX,"67, 68",E,8,verified,verified,
ECK1077,b1091,JW1077,fabH,"49, 50",D,2,verified,verified,
ECK1081,b1095,JW1081,fabF,"49, 50",E,2,verified,verified,
ECK1082,b1096,JW1082,pabC,"83, 84",F,8,verified,verified,
ECK1083,b1097,JW1083,yceG,"89, 90",G,7,verified,verified,
ECK1086,b1100,JW1086,ycfH,"23, 24",B,6,verified,verified,
ECK1087,b1101,JW1087,ptsG,"55, 56",G,3,verified,verified,
ECK1088,b1102,JW1088,fhuE,"7, 8",B,4,verified,verified,
ECK1089,b1103,JW1089,hinT,"81, 82",C,7,verified,verified,
ECK1090,b1104,JW1090,ycfL,"13, 14",E,5,verified,verified,
ECK1091,b1105,JW5157,ycfM,"75, 76",H,7,verified,verified,
ECK1092,b1106,JW1092,ycfN,"29, 30",D,11,verified,verified,
ECK1093,b1107,JW1093,nagZ,"43, 44",H,12,verified,verified,
ECK1094,b1108,JW5158,ycfP,"75, 76",A,8,verified,verified,
ECK1095,b1109,JW1095,ndh,"83, 84",E,2,verified,verified,
ECK1096,b1110,JW1096,ycfJ,"81, 82",F,5,verified,verified,
ECK1097,b1111,JW5159,ycfQ,"75, 76",B,8,verified,verified,
ECK1098,b1112,JW1098,ycfR,"13, 14",H,5,verified,verified,
ECK1099,b1113,JW5820,ycfS,"87, 88",E,8,verified,verified,
ECK1100,b1114,JW1100,mfd,"39, 40",C,7,verified,verified,
ECK1101,b1115,JW1101,ycfT,"13, 14",A,6,verified,verified,
ECK1105,b1119,JW1105,ycfX,"21, 22",H,1,verified,verified,
ECK1106,b1120,JW1106,cobB,"21, 22",A,2,verified,verified,
ECK1107,b1121,JW1107,ycfZ,"91, 92",G,2,use other isolate ,verified,
ECK1108,b1122,JW5164,ymfA,"75, 76",D,8,verified,verified,
ECK1109,b1123,JW1109,potD,"55, 56",H,3,verified,verified,
ECK1110,b1124,JW1110,potC,"55, 56",A,4,verified,verified,
ECK1111,b1125,JW1111,potB,"59, 60",C,8,verified,verified,
ECK1112,b1126,JW1112,potA,"55, 56",B,4,verified,use other isolate ,
ECK1113,b1127,JW1113,pepT,"7, 8",A,12,verified,verified,
ECK1114,b1128,JW1114,ycfD,"15, 16",F,12,verified,verified,
ECK1115,b1129,JW1115,phoQ,"3, 4",A,10,mixture,verified,single colony isolates from odd plate were tested by external PCR
ECK1116,b1130,JW1116,phoP,"3, 4",B,10,verified,verified,
ECK1118,b1132,JW5165,hflD,"89, 90",B,12,verified,verified,
ECK1119,b1133,JW1119,trmU,"59, 60",D,8,verified,verified,
ECK1120,b1134,JW1120,ymfB,"23, 24",D,6,verified,verified,
ECK1121,b1135,JW1121,ymfC,"23, 24",H,4,verified,verified,
ECK1122,b1136,JW1122,icd,"3, 4",H,1,mixture,verified,single colony isolates from odd plate were tested by external PCR
ECK1123,b1137,JW1123,ymfD,"31, 32",B,8,verified,verified,
ECK1124,b1138,JW5166,ymfE,"75, 76",E,8,verified,verified,
ECK1125,b1139,JW1125,lit,"83, 84",G,2,verified,verified,
ECK1126,b1140,JW1126,intE,"63, 64",A,1,verified,verified,
ECK1127,b1141,JW1127,ymfG,"63, 64",B,1,verified,verified,
ECK1128,b1142,JW1128,ymfH,"31, 32",D,8,verified,verified,
ECK1129,b1143,JW5168,ymfI,"75, 76",F,8,verified,verified,
ECK1130,b1144,JW1130,ymfJ,"31, 32",F,8,verified,verified,
ECK1132,b1146,JW5169,ymfT,"75, 76",G,8,verified,verified,
ECK1133,b1147,JW1133,ymfL,"13, 14",C,6,verified,verified,
ECK1134,b1148,JW1134,ymfM,"13, 14",D,6,verified,verified,
ECK1135,b1149,JW1135,ymfN,"81, 82",E,10,verified,verified,
ECK1136,b1150,JW1136,ymfR,"13, 14",E,6,verified,use other isolate ,
ECK1137,b1151,JW1137,ymfO,"13, 14",F,6,verified,verified,
ECK1138,b1152,JW5170,ymfP,"87, 88",G,4,verified,verified,
ECK1139,b1153,JW1139,ymfQ,"13, 14",G,6,verified,verified,
ECK1140,b1154,JW1140,ycfK,"15, 16",H,12,verified,verified,
ECK1141,b1155,JW5171,ymfS,"87, 88",H,4,verified,verified,1st-external
ECK1142,b1156,JW1142,tfaE,"65, 66",C,4,verified,verified,
ECK1143,b1157,JW5172,stfE,"75, 76",H,8,verified,verified,
ECK1144,b1158,JW1144,pin,"59, 60",E,8,verified,verified,
ECK1145,b1159,JW1145,mcrA,"53, 54",D,8,verified,verified,
ECK1146,b4519,JW5173,icdC,"75, 76",A,9,verified,verified,
ECK1147,b1160,JW1147,elbA,"31, 32",G,8,verified,verified,
ECK1148,b1161,JW1148,ycgX,"31, 32",H,8,verified,verified,
ECK1149,b1162,JW1149,ycgE,"53, 54",E,8,verified,verified,
ECK1150,b1163,JW1150,ycgF,"23, 24",F,6,verified,verified,
ECK1151,b1164,JW1151,ycgZ,"83, 84",G,1,verified,verified,
ECK1152,b1165,JW1152,ymgA,"31, 32",A,9,verified,verified,
ECK1153,b1166,JW1153,ymgB,"31, 32",B,9,verified,verified,
ECK1154,b1167,JW1154,ymgC,"13, 14",H,6,verified,verified,
ECK1155,b1168,JW5174,ycgG,"75, 76",B,9,verified,verified,
ECK1156,b4520,JW1156,ymgF,"31, 32",C,9,verified,verified,
ECK1158,b1171,JW5177,ymgD,"75, 76",H,12,verified,verified,
ECK1159,b1172,JW5178,ymgG,"75, 76",D,9,verified,verified,
ECK1160,b4521,JW5179,ymgH,"89, 90",A,5,verified,verified,
ECK1161,b1173,JW1162,ycgI,"31, 32",D,9,verified,verified,
ECK1164,b1176,JW1165,minC,"45, 46",E,9,verified,verified,
ECK1165,b1177,JW1166,ycgJ,"89, 90",F,7,verified,verified,
ECK1166,b1178,JW1167,ycgK,"13, 14",B,7,verified,verified,
ECK1167,b1179,JW1168,ycgL,"23, 24",C,7,verified,verified,
ECK1168,b1180,JW1169,ycgM,"23, 24",E,3,verified,verified,
ECK1169,b1181,JW5180,ycgN,"75, 76",E,9,verified,verified,
ECK1170,b1182,JW5181,hlyE,"75, 76",F,9,verified,use other isolate ,
ECK1171,b1183,JW1172,umuD,"7, 8",C,12,verified,verified,
ECK1172,b1184,JW1173,umuC,"39, 40",D,7,verified,verified,
ECK1173,b1185,JW5182,dsbB,"67, 68",G,8,verified,verified,
ECK1174,b1186,JW1175,nhaB,"55, 56",C,4,verified,verified,
ECK1175,b1187,JW1176,fadR,"1, 2",G,3,verified,verified,
ECK1176,b1188,JW1177,ycgB,"17, 18",B,1,verified,verified,
ECK1177,b1189,JW1178,dadA,"47, 48",D,4,verified,verified,
ECK1178,b1190,JW1179,dadX,"47, 48",E,4,verified,verified,
ECK1179,b1191,JW5184,cvrA,"85, 86",H,11,verified,verified,
ECK1180,b1192,JW1181,ldcA,"7, 8",D,12,use other isolate ,verified,
ECK1181,b1193,JW5821,emtA,"87, 88",F,8,verified,verified,
ECK1182,b1194,JW1183,ycgR,"13, 14",C,7,verified,verified,
ECK1183,b1195,JW1184,ymgE,"49, 50",H,11,verified,verified,
ECK1184,b1196,JW1185,ycgY,"31, 32",E,9,verified,verified,
ECK1185,b1197,JW1186,treA,"5, 6",A,4,verified,verified,
ECK1186,b1198,JW5185,dhaH,"75, 76",G,9,verified,verified,
ECK1187,b1199,JW5186,dhaL,"75, 76",H,9,verified,verified,
ECK1188,b1200,JW5187,dhaK,"75, 76",A,10,verified,verified,
ECK1189,b1201,JW5188,dhaR,"89, 90",H,8,verified,verified,
ECK1190,b1202,JW1193,ycgV,"23, 24",D,7,verified,verified,
ECK1191,b1203,JW1194,ychF,"29, 30",H,2,verified,use other isolate ,
ECK1193,b1205,JW1196,ychH,"13, 14",D,7,verified,verified,
ECK1194,b1206,JW5189,ychM,"87, 88",A,5,verified,verified,
ECK1201,b1213,JW1204,ychQ,"13, 14",E,7,verified,verified,
ECK1202,b1214,JW1205,ychA,"17, 18",E,1,verified,verified,
ECK1210,b1216,JW1207,chaA,"55, 56",D,4,verified,verified,
ECK1211,b1217,JW1208,chaB,"55, 56",E,4,verified,verified,
ECK1212,b1218,JW1209,chaC,"65, 66",B,5,verified,verified,
ECK1213,b1219,JW1210,ychN,"23, 24",F,7,verified,verified,
ECK1214,b1220,JW1211,ychP,"23, 24",G,7,verified,verified,
ECK1215,b1221,JW1212,narL,"3, 4",C,10,verified,verified,
ECK1216,b1222,JW1213,narX,"3, 4",D,10,verified,verified,
ECK1217,b1223,JW1214,narK,"85, 86",D,6,verified,verified,
ECK1218,b1224,JW1215,narG,"83, 84",C,12,verified,verified,
ECK1219,b1225,JW1216,narH,"83, 84",D,12,verified,verified,
ECK1220,b1226,JW1217,narJ,"49, 50",A,12,verified,verified,
ECK1221,b1227,JW1218,narI,"49, 50",B,12,verified,verified,
ECK1224,b1229,JW1219,tpr,"67, 68",B,2,duplication,duplication,1st-external
ECK1227,b1232,JW1220,purU,"49, 50",F,7,verified,verified,
ECK1228,b1233,JW1221,ychJ,"23, 24",H,7,verified,verified,
ECK1229,b1234,JW1222,rssA,"33, 34",H,1,verified,verified,
ECK1230,b1235,JW1223,rssB,"3, 4",E,10,mixture,verified,single colony isolates from odd plate were tested by external PCR
ECK1231,b1236,JW1224,galU,"49, 50",C,12,verified,use other isolate ,
ECK1232,b1237,JW1225,hns,"1, 2",G,4,verified,verified,
ECK1233,b1238,JW1226,tdk,"49, 50",G,7,verified,verified,
ECK1235,b1241,JW1228,adhE,"3, 4",A,2,verified,verified,
ECK1236,b1242,JW1229,ychE,"81, 82",B,8,verified,verified,
ECK1237,b1243,JW1235,oppA,"5, 6",D,4,verified,verified,
ECK1238,b1244,JW1236,oppB,"45, 46",F,9,verified,verified,
ECK1239,b1245,JW1237,oppC,"65, 66",D,3,verified,verified,
ECK1240,b1246,JW1238,oppD,"55, 56",F,4,verified,verified,
ECK1241,b1247,JW1239,oppF,"45, 46",G,9,verified,verified,
ECK1242,b1248,JW1240,yciU,"17, 18",F,1,verified,verified,
ECK1243,b1249,JW1241,cls,"31, 32",E,1,verified,verified,
ECK1244,b1250,JW1242,kch,"55, 56",G,4,verified,verified,
ECK1245,b1251,JW1243,yciI,"17, 18",G,1,verified,verified,
ECK1246,b1252,JW5195,tonB,"67, 68",A,9,verified,verified,
ECK1247,b1253,JW1245,yciA,"21, 22",E,6,verified,verified,
ECK1248,b1254,JW1246,yciB,"89, 90",F,10,verified,verified,
ECK1249,b1255,JW1247,yciC,"13, 14",G,7,verified,verified,
ECK1250,b1256,JW1248,ompW,"65, 66",A,3,verified,verified,
ECK1251,b1257,JW1249,yciE,"13, 14",H,7,verified,verified,
ECK1252,b1258,JW1250,yciF,"13, 14",A,8,verified,verified,
ECK1253,b1259,JW1251,yciG,"13, 14",B,8,verified,verified,
ECK1254,b1260,JW1252,trpA,"41, 42",H,4,verified,verified,
ECK1255,b1261,JW1253,trpB,"41, 42",A,5,verified,verified,
ECK1256,b1262,JW1254,trpC,"59, 60",F,8,verified,use other isolate ,
ECK1257,b1263,JW1255,trpD,"41, 42",B,5,verified,verified,
ECK1258,b1264,JW1256,trpE,"41, 42",C,5,verified,verified,
ECK1259,b1265,JW1257,trpL,"67, 68",C,2,verified,verified,1st-external
ECK1260,b1266,JW1258,yciV,"19, 20",H,10,verified,verified,
ECK1261,b1267,JW5196,yciO,"75, 76",B,10,verified,verified,
ECK1262,b1268,JW5197,yciQ,"75, 76",C,10,verified,verified,
ECK1263,b1269,JW1261,rluB,"23, 24",A,5,verified,verified,
ECK1264,b1270,JW1262,btuR,"1, 2",B,2,verified,verified,
ECK1265,b1271,JW1263,yciK,"49, 50",F,2,verified,verified,
ECK1266,b1272,JW1264,sohB,"7, 8",E,12,verified,verified,
ECK1267,b1273,JW1265,yciN,"13, 14",D,8,verified,use other isolate ,
ECK1269,b1275,JW1267,cysB,"89, 90",E,3,verified,verified,
ECK1271,b1276,JW1268,acnA,"3, 4",B,2,verified,verified,
ECK1273,b1278,JW1270,pgpB,"7, 8",G,2,verified,verified,
ECK1274,b1279,JW1271,yciS,"17, 18",H,1,verified,verified,
ECK1275,b1280,JW1272,yciM,"23, 24",A,8,verified,verified,
ECK1276,b1281,JW1273,pyrF,"53, 54",C,2,use other isolate ,verified,
ECK1277,b1282,JW1274,yciH,"21, 22",E,4,verified,verified,
ECK1278,b1283,JW1275,osmB,"45, 46",H,9,verified,verified,
ECK1279,b1284,JW1276,yciT,"29, 30",A,3,verified,verified,
ECK1280,b1285,JW1278,gmr,"23, 24",B,8,verified,verified,
ECK1281,b1286,JW1279,rnb,"29, 30",E,12,verified,verified,
ECK1282,b1287,JW5200,yciW,"75, 76",D,10,verified,verified,
ECK1284,b1289,JW1282,ycjD,"79, 80",A,8,verified,verified,
ECK1285,b1290,JW1283,sapF,"45, 46",A,10,verified,verified,
ECK1286,b1291,JW1284,sapD,"55, 56",H,4,verified,verified,
ECK1287,b1292,JW1285,sapC,"55, 56",A,5,verified,use other isolate ,
ECK1288,b1293,JW1286,sapB,"55, 56",B,5,verified,use other isolate ,
ECK1289,b1294,JW1287,sapA,"55, 56",C,5,verified,verified,
ECK1290,b1295,JW1288,ymjA,"13, 14",F,8,verified,verified,
ECK1291,b1296,JW1289,puuP,"59, 60",G,8,verified,verified,
ECK1292,b1297,JW5201,puuA,"67, 68",C,9,verified,verified,
ECK1293,b1298,JW1291,puuD,"23, 24",C,8,verified,verified,
ECK1294,b1299,JW1292,puuR,"23, 24",D,8,verified,verified,
ECK1295,b1300,JW1293,puuC,"49, 50",D,12,verified,verified,
ECK1296,b1301,JW1294,puuB,"83, 84",E,12,verified,verified,
ECK1297,b1302,JW1295,puuE,"41, 42",D,5,verified,verified,
ECK1298,b1303,JW1296,pspF,"59, 60",H,8,verified,verified,
ECK1299,b1304,JW1297,pspA,"63, 64",C,1,verified,verified,
ECK1300,b1305,JW1298,pspB,"63, 64",D,1,verified,verified,
ECK1301,b1306,JW1299,pspC,"63, 64",E,1,verified,verified,
ECK1302,b1307,JW1300,pspD,"63, 64",F,1,verified,verified,
ECK1303,b1308,JW1301,pspE,"63, 64",G,1,verified,verified,
ECK1304,b1309,JW1302,ycjM,"59, 60",A,9,verified,verified,
ECK1305,b1310,JW1303,ycjN,"23, 24",E,8,verified,verified,
ECK1306,b1311,JW1304,ycjO,"55, 56",D,5,verified,verified,
ECK1307,b1312,JW1305,ycjP,"55, 56",E,5,verified,verified,
ECK1308,b1313,JW1306,ycjQ,"33, 34",A,2,verified,verified,
ECK1309,b1314,JW5202,ycjR,"75, 76",E,10,verified,verified,
ECK1310,b1315,JW1308,ycjS,"19, 20",G,12,verified,verified,
ECK1311,b1316,JW1309,ycjT,"23, 24",F,8,verified,verified,
ECK1312,b1317,JW1310,ycjU,"47, 48",F,4,verified,verified,
ECK1313,b1318,JW1311,ycjV,"55, 56",F,5,verified,verified,
ECK1314,b4524,JW5203,ymjB,"67, 68",D,9,verified,verified,1st-external
ECK1315,b1319,JW1312,ompG,"83, 84",B,9,verified,verified,
ECK1316,b1320,JW1313,ycjW,"53, 54",F,8,verified,verified,
ECK1317,b1321,JW1314,ycjX,"17, 18",A,2,verified,verified,
ECK1318,b1322,JW1315,ycjF,"17, 18",B,2,verified,verified,
ECK1319,b1323,JW1316,tyrR,"1, 2",A,9,verified,verified,
ECK1320,b1324,JW1317,tpx,"31, 32",C,3,verified,verified,
ECK1321,b1325,JW1318,ycjG,"21, 22",C,2,verified,verified,
ECK1322,b1326,JW1319,mpaA,"13, 14",G,8,verified,verified,
ECK1323,b4525,JW5960,ymjC,"13, 14",H,8,verified,verified,
ECK1324,b1327,JW5804,ycjY,"13, 14",A,9,verified,verified,
ECK1325,b1328,JW1321,ycjZ,"81, 82",B,3,verified,verified,
ECK1326,b1329,JW1322,mppA,"59, 60",B,9,verified,verified,
ECK1327,b1330,JW1323,ynaI,"23, 24",G,8,verified,verified,
ECK1328,b1332,JW1326,ynaJ,"13, 14",B,9,verified,verified,
ECK1329,b1333,JW1327,uspE,"19, 20",H,11,verified,verified,
ECK1330,b1334,JW1328,fnr,"1, 2",A,4,verified,verified,
ECK1331,b1335,JW1329,ogt,"31, 32",E,3,verified,verified,
ECK1332,b1336,JW5822,abgT,"87, 88",G,8,verified,verified,
ECK1333,b1337,JW1331,abgB,"43, 44",E,4,verified,verified,
ECK1334,b1338,JW5205,abgA,"75, 76",F,10,verified,verified,
ECK1335,b1339,JW1333,abgR,"19, 20",H,12,verified,verified,
ECK1337,b1340,JW1334,ydaL,"13, 14",D,9,verified,verified,
ECK1338,b1341,JW5206,ydaM,"75, 76",G,10,verified,verified,
ECK1339,b1342,JW1336,ydaN,"23, 24",A,9,verified,verified,
ECK1340,b1343,JW1337,dbpA,"7, 8",B,9,verified,verified,
ECK1341,b1344,JW1338,ydaO,"23, 24",C,9,verified,verified,
ECK1342,b1345,JW1339,intR,"63, 64",H,1,verified,verified,
ECK1343,b1346,JW5207,ydaQ,"75, 76",H,10,verified,verified,
ECK1344,b1347,JW1341,ydaC,"13, 14",E,9,verified,verified,
ECK1345,b1348,JW5208,lar,"75, 76",A,11,verified,verified,
ECK1346,b1349,JW1343,recT,"39, 40",E,7,verified,verified,
ECK1347,b1350,JW1344,recE,"53, 54",D,2,verified,verified,
ECK1348,b1351,JW1345,racC,"63, 64",A,2,verified,verified,
ECK1349,b4526,JW1346,ydaE,"13, 14",F,9,verified,verified,
ECK1350,b1352,JW1347,kil,"81, 82",C,4,verified,verified,
ECK1351,b1353,JW5209,sieB,"67, 68",E,9,verified,verified,
ECK1352,b4527,JW1349,ydaF,"13, 14",G,9,verified,verified,
ECK1353,b1355,JW5210,ydaG,"75, 76",B,11,verified,verified,
ECK1355,b1357,JW1352,ydaS,"31, 32",B,10,verified,verified,
ECK1356,b1358,JW1353,ydaT,"13, 14",H,9,verified,verified,
ECK1357,b1359,JW1354,ydaU,"13, 14",A,10,verified,verified,
ECK1358,b1360,JW1355,ydaV,"39, 40",F,7,verified,verified,
ECK1359,b1361,JW5211,ydaW,"75, 76",C,11,verified,verified,
ECK1360,b1362,JW5212,rzpR,"75, 76",D,11,mixture,mixture,
ECK1361,b4528,JW5213,rzoR,"73, 74",B,10,verified,verified,
ECK1362,b1363,JW1358,trkG,"55, 56",G,5,verified,verified,
ECK1363,b1365,JW1359,ynaK,"13, 14",C,10,verified,verified,
ECK1364,b1366,JW1360,ydaY,"13, 14",D,10,verified,verified,
ECK1365,b1368,JW1361,ynaA,"25, 26",H,3,verified,verified,
ECK1367,b1372,JW1366,stfR,"25, 26",C,4,verified,verified,
ECK1368,b1373,JW1367,tfaR,"13, 14",E,10,mixture,mixture,
ECK1369,b1374,JW1368,pinR,"83, 84",C,9,NA,NA,"1st-external, prophage(multiple genes)"
ECK1370,b1375,JW1369,ynaE,"31, 32",C,10,verified,verified,
ECK1371,b1376,JW1370,uspF,"81, 82",D,4,verified,verified,
ECK1372,b1377,JW1371,ompN,"7, 8",H,4,verified,verified,
ECK1374,b1378,JW1372,ydbK,"29, 30",B,3,verified,verified,
ECK1375,b4529,JW5215,ydbJ,"87, 88",B,5,verified,verified,
ECK1376,b1379,JW1374,hslJ,"29, 30",F,9,verified,verified,
ECK1377,b1380,JW1375,ldhA,"5, 6",B,5,verified,verified,
ECK1378,b1381,JW1376,ydbH,"13, 14",G,10,verified,use other isolate ,
ECK1379,b1382,JW1377,ynbE,"13, 14",H,10,verified,use other isolate ,
ECK1380,b1383,JW5216,ydbL,"75, 76",E,11,verified,verified,
ECK1381,b1384,JW1379,feaR,"53, 54",G,8,verified,verified,
ECK1382,b1385,JW1380,feaB,"59, 60",C,9,verified,verified,
ECK1383,b1386,JW1381,tynA,"63, 64",B,2,verified,verified,
ECK1384,b1387,JW1382,maoC,"53, 54",H,8,verified,verified,
ECK1385,b1388,JW1383,paaA,"41, 42",E,5,verified,verified,
ECK1386,b1389,JW1384,paaB,"41, 42",F,5,verified,verified,
ECK1387,b1390,JW1385,paaC,"41, 42",G,5,verified,verified,
ECK1388,b1391,JW5217,paaD,"75, 76",F,11,verified,verified,
ECK1389,b1392,JW1387,paaE,"41, 42",H,5,verified,verified,
ECK1390,b1393,JW1388,paaF,"43, 44",F,4,verified,verified,
ECK1391,b1394,JW1389,paaG,"43, 44",G,4,verified,verified,
ECK1392,b1395,JW1390,paaH,"67, 68",D,2,verified,verified,
ECK1393,b1396,JW1391,paaI,"41, 42",A,6,verified,verified,
ECK1394,b1397,JW1392,paaJ,"41, 42",B,6,verified,verified,
ECK1395,b1398,JW5218,paaK,"67, 68",F,9,verified,verified,
ECK1396,b1399,JW1394,paaX,"41, 42",C,6,verified,verified,
ECK1397,b1400,JW1395,paaY,"27, 28",G,7,use other isolate ,verified,
ECK1399,b1406,JW1403,ydbC,"29, 30",C,3,verified,verified,
ECK1400,b1407,JW5221,ydbD,"75, 76",G,11,verified,verified,
ECK1401,b1408,JW1405,ynbA,"23, 24",F,9,verified,verified,
ECK1402,b1409,JW1406,ynbB,"19, 20",F,9,use other isolate ,verified,
ECK1403,b1410,JW1407,ynbC,"81, 82",G,5,verified,verified,
ECK1404,b1411,JW1408,ynbD,"13, 14",A,11,verified,verified,
ECK1405,b1412,JW1409,azoR,"85, 86",B,4,verified,verified,
ECK1406,b1413,JW5905,hrpA,"5, 6",E,8,verified,verified,
ECK1407,b1414,JW1411,ydcF,"13, 14",B,11,verified,verified,
ECK1408,b1415,JW1412,aldA,"49, 50",E,12,verified,verified,
ECK1410,b1418,JW5224,cybB,"75, 76",B,12,verified,verified,
ECK1411,b1419,JW1416,ydcA,"13, 14",C,11,verified,verified,
ECK1412,b4428,JW5225,hokB,"67, 68",G,9,verified,verified,
ECK1415,b1421,JW1417,trg,"45, 46",B,10,verified,verified,
ECK1416,b1422,JW5226,ydcI,"75, 76",C,12,verified,verified,
ECK1417,b1423,JW1419,ydcJ,"17, 18",C,2,verified,use other isolate ,
ECK1418,b1424,JW1420,mdoD,"59, 60",E,9,verified,verified,
ECK1419,b1426,JW5823,ydcH,"87, 88",H,8,verified,verified,
ECK1420,b1427,JW1423,rimL,"57, 58",D,5,verified,verified,
ECK1421,b1428,JW1424,ydcK,"13, 14",G,11,verified,verified,
ECK1422,b1429,JW1425,tehA,"63, 64",C,2,verified,verified,
ECK1423,b1430,JW1426,tehB,"63, 64",D,2,verified,verified,
ECK1424,b1431,JW1427,ydcL,"13, 14",H,11,use other isolate ,verified,
ECK1426,b1432,JW5228,ydcM,"75, 76",D,12,verified,verified,
ECK1427,b1433,JW5229,ydcO,"75, 76",E,12,verified,verified,
ECK1428,b1434,JW1430,ydcN,"23, 24",G,9,verified,verified,
ECK1429,b1435,JW1431,ydcP,"7, 8",H,12,verified,verified,
ECK1430,b1436,JW1432,yncJ,"13, 14",B,12,verified,verified,
ECK1431,b4532,JW5230,yncN,"67, 68",A,10,verified,verified,
ECK1432,b1438,JW1433,ydcQ,"13, 14",C,12,verified,use other isolate ,
ECK1433,b1439,JW1434,ydcR,"23, 24",H,9,verified,verified,
ECK1434,b1440,JW1435,ydcS,"21, 22",F,6,verified,verified,
ECK1435,b1441,JW1436,ydcT,"55, 56",H,5,verified,verified,
ECK1436,b1442,JW1437,ydcU,"23, 24",A,10,verified,verified,
ECK1437,b1443,JW1438,ydcV,"55, 56",A,6,verified,verified,
ECK1438,b1444,JW1439,ydcW,"49, 50",F,12,verified,verified,
ECK1439,b1445,JW5232,ydcX,"75, 76",F,12,verified,verified,
ECK1440,b1446,JW1441,ydcY,"13, 14",D,12,verified,verified,
ECK1441,b1447,JW1442,ydcZ,"13, 14",E,12,use other isolate ,verified,
ECK1442,b1448,JW5233,yncA,"75, 76",G,12,verified,verified,
ECK1443,b1449,JW5907,yncB,"59, 60",F,9,verified,verified,
ECK1444,b1450,JW1445,yncC,"81, 82",H,5,verified,verified,
ECK1445,b1451,JW1446,yncD,"29, 30",D,3,verified,verified,
ECK1446,b1452,JW1447,yncE,"13, 14",F,12,verified,use other isolate ,
ECK1447,b1453,JW5234,ansP,"85, 86",A,12,verified,verified,
ECK1448,b1454,JW1449,yncG,"81, 82",A,6,verified,verified,
ECK1449,b1455,JW5235,yncH,"87, 88",C,5,verified,verified,
